id,decision_summary,cluster,historical_intent,historical_status,original_problem,assumptions,observed_state,current_evidence,existing_coverage,first_pass_observation,inference,recommendation,disposition,target_artifact,confidence,kayden_required,decision_status,source_ids,source_files,first_pass_disposition,first_pass_target
R139,The simulator is deterministic and can expose failure paths,Extension architecture (Foundry/CIC/Audit),"Provide run, pause, step, replay and controlled failure injection in the design simulator, without executing real production operations.",Accepted historical decision,A static happy-path diagram could not demonstrate the intended recovery and gating model.,The historical system assumed Foundry/Flight/CIC or multi-room coordination. Those mechanisms are not prerequisites for the current portable base.,The live base excludes required Foundry orchestration. Historical extension records remain evidence in their original domain; existence of ancillary code does not make a base feature. No retired runtime was exercised.,BLUEPRINT.md; workbench/docs/adr/0015-workbench-base-and-foundry-capabilities.md; workbench/docs/adr/0026-workbench-is-the-sole-source-and-foundry-extends-it.md,-,Simulator determinism; extension product.,"The smallest useful current treatment is the named target. This is a review recommendation, not newly accepted architecture.",ADR-0015/0026 already establish the base boundary. Preserve all historical records and corrections here; do not create an upstream archive Design Concept merely to park abandoned mechanisms.,OUT OF SCOPE,Historical packet; original extension owner,High,False,Accepted historical decision (historical source status),C-019fc4e9-L1090,evidence/c-019fc4e9-l1090.md,MERGE WITH CAND-R,CAND-R
R140,"Draft, explicit send and authorized work are separate states",Extension architecture (Foundry/CIC/Audit),Typed or externally dictated input remains a draft until explicit Send creates durable Intent; an Entrance or dashboard action does not itself authorize arbitrary downstream mutation.,Accepted historical decision,"Voice and convenience controls must not silently send, approve or execute an unfinished request.",The historical system assumed Foundry/Flight/CIC or multi-room coordination. Those mechanisms are not prerequisites for the current portable base.,The live base excludes required Foundry orchestration. Historical extension records remain evidence in their original domain; existence of ancillary code does not make a base feature. No retired runtime was exercised.,BLUEPRINT.md; workbench/docs/adr/0015-workbench-base-and-foundry-capabilities.md; workbench/docs/adr/0026-workbench-is-the-sole-source-and-foundry-extends-it.md,-,"Draft/send/authorize boundary — generic value noted, no upstream interface exists.","The smallest useful current treatment is the named target. This is a review recommendation, not newly accepted architecture.",ADR-0015/0026 already establish the base boundary. Preserve all historical records and corrections here; do not create an upstream archive Design Concept merely to park abandoned mechanisms.,OUT OF SCOPE,Historical packet; original extension owner,High,False,Accepted historical decision (historical source status),H-FR,evidence/h-fr.md,MERGE WITH CAND-R,CAND-R
R141,Show the selected route and preserve the task's home,Extension architecture (Foundry/CIC/Audit),"Expose provider/engine and effort selection, including Auto's resolved route. Changing model preserves the task's Factory home unless the owner explicitly redirects it.",Accepted historical decision,Model selection and task placement were being coupled invisibly.,The historical system assumed Foundry/Flight/CIC or multi-room coordination. Those mechanisms are not prerequisites for the current portable base.,The live base excludes required Foundry orchestration. Historical extension records remain evidence in their original domain; existence of ancillary code does not make a base feature. No retired runtime was exercised.,BLUEPRINT.md; workbench/docs/adr/0015-workbench-base-and-foundry-capabilities.md; workbench/docs/adr/0026-workbench-is-the-sole-source-and-foundry-extends-it.md,-,Multi-provider Entrance; no upstream consumer.,"The smallest useful current treatment is the named target. This is a review recommendation, not newly accepted architecture.",ADR-0015/0026 already establish the base boundary. Preserve all historical records and corrections here; do not create an upstream archive Design Concept merely to park abandoned mechanisms.,OUT OF SCOPE,Historical packet; original extension owner,High,False,Accepted historical decision (historical source status),H-FR,evidence/h-fr.md,MERGE WITH CAND-R,CAND-R
R142,A dashboard state change can express intent without completing work,Extension architecture (Foundry/CIC/Audit),Moving a card or selecting an operation requests a transition; actual execution and verification determine the resulting status.,Accepted historical direction,A UI gesture can make a board say Done while the underlying task remains unfinished.,The historical system assumed Foundry/Flight/CIC or multi-room coordination. Those mechanisms are not prerequisites for the current portable base.,The live base excludes required Foundry orchestration. Historical extension records remain evidence in their original domain; existence of ancillary code does not make a base feature. No retired runtime was exercised.,BLUEPRINT.md; workbench/docs/adr/0015-workbench-base-and-foundry-capabilities.md; workbench/docs/adr/0026-workbench-is-the-sole-source-and-foundry-extends-it.md,-,"Intent-vs-observed-state on a board; upstream TASKBOARD is generated, so it cannot express intent.","The smallest useful current treatment is the named target. This is a review recommendation, not newly accepted architecture.",ADR-0015/0026 already establish the base boundary. Preserve all historical records and corrections here; do not create an upstream archive Design Concept merely to park abandoned mechanisms.,OUT OF SCOPE,Historical packet; original extension owner,High,False,Accepted historical direction (historical source status),C-ddedabe2-L113; H-FR,evidence/c-ddedabe2-l113.md; evidence/h-fr.md,MERGE WITH CAND-R,CAND-R
R143,"Liveness, load, reasoning effort and work status are separate signals",Extension architecture (Foundry/CIC/Audit),"Distinguish alive/asleep/down, active worker load, average/peak reasoning effort and queued/blocked/failed/verified status. Do not infer one from another.",Accepted historical decision,"Brightness, model tier and activity were repeatedly conflated; an asleep but healthy system must not appear down.",The historical system assumed Foundry/Flight/CIC or multi-room coordination. Those mechanisms are not prerequisites for the current portable base.,The live base excludes required Foundry orchestration. Historical extension records remain evidence in their original domain; existence of ancillary code does not make a base feature. No retired runtime was exercised.,BLUEPRINT.md; workbench/docs/adr/0015-workbench-base-and-foundry-capabilities.md; workbench/docs/adr/0026-workbench-is-the-sole-source-and-foundry-extends-it.md,-,Liveness/load/effort/status separation; extension telemetry.,"The smallest useful current treatment is the named target. This is a review recommendation, not newly accepted architecture.",ADR-0015/0026 already establish the base boundary. Preserve all historical records and corrections here; do not create an upstream archive Design Concept merely to park abandoned mechanisms.,OUT OF SCOPE,Historical packet; original extension owner,High,False,Accepted historical decision (historical source status),D-LIGHT; D-CIC; H-FR,evidence/d-light.md; evidence/d-cic.md; evidence/h-fr.md,MERGE WITH CAND-R,CAND-R
R144,Heartbeat is an authoritative snapshot plus observer acknowledgement,Extension architecture (Foundry/CIC/Audit),"Foundry emits sequence, time, cadence, load, workers and effort; CIC acknowledges observer health. The recorded cadence is 60/15/5/1 seconds for L0/L1/L2/L3, with one missed expected beat marking liveness failure.",Accepted historical decision,The monitor needs an explicit exchange and failure rule rather than inferring health from an animation.,The historical system assumed Foundry/Flight/CIC or multi-room coordination. Those mechanisms are not prerequisites for the current portable base.,The live base excludes required Foundry orchestration. Historical extension records remain evidence in their original domain; existence of ancillary code does not make a base feature. No retired runtime was exercised.,BLUEPRINT.md; workbench/docs/adr/0015-workbench-base-and-foundry-capabilities.md; workbench/docs/adr/0026-workbench-is-the-sole-source-and-foundry-extends-it.md,-,Heartbeat cadences explicitly not generalizable.,"The smallest useful current treatment is the named target. This is a review recommendation, not newly accepted architecture.",ADR-0015/0026 already establish the base boundary. Preserve all historical records and corrections here; do not create an upstream archive Design Concept merely to park abandoned mechanisms.,OUT OF SCOPE,Historical packet; original extension owner,High,False,Accepted historical decision (historical source status),D-CIC,evidence/d-cic.md,MERGE WITH CAND-R,CAND-R
R145,No silent activation,Extension architecture (Foundry/CIC/Audit),Announce activation before or as it happens; an observed unannounced activation is anomalous. Later Lighthouse delivery explicitly excluded Announced Activation implementation.,Accepted historical decision; later delivery deferred,The owner wanted to see cost-bearing work begin and detect unexpected activity.,The historical system assumed Foundry/Flight/CIC or multi-room coordination. Those mechanisms are not prerequisites for the current portable base.,The live base excludes required Foundry orchestration. Historical extension records remain evidence in their original domain; existence of ancillary code does not make a base feature. No retired runtime was exercised.,BLUEPRINT.md; workbench/docs/adr/0015-workbench-base-and-foundry-capabilities.md; workbench/docs/adr/0026-workbench-is-the-sole-source-and-foundry-extends-it.md,-,"No-silent-activation: accepted intent, delivery deferred; keep both facts.","The smallest useful current treatment is the named target. This is a review recommendation, not newly accepted architecture.",ADR-0015/0026 already establish the base boundary. Preserve all historical records and corrections here; do not create an upstream archive Design Concept merely to park abandoned mechanisms.,OUT OF SCOPE,Historical packet; original extension owner,High,False,Accepted historical decision; later delivery deferred (historical source status),H-FR; D-CIC,evidence/h-fr.md; evidence/d-cic.md,MERGE WITH CAND-R,CAND-R
R146,"Projection is a shared cached entry surface, with visible staleness",Extension architecture (Foundry/CIC/Audit),Deterministic boundary captures can help both humans and fresh agents orient. Every reader sees source and capture age; a projection can route but cannot authorize work.,Accepted historical decision,"Repeated cold-start discovery was expensive, and uncaptured lanes disappeared from dashboards.",The historical system assumed Foundry/Flight/CIC or multi-room coordination. Those mechanisms are not prerequisites for the current portable base.,The live base excludes required Foundry orchestration. Historical extension records remain evidence in their original domain; existence of ancillary code does not make a base feature. No retired runtime was exercised.,BLUEPRINT.md; workbench/docs/adr/0015-workbench-base-and-foundry-capabilities.md; workbench/docs/adr/0026-workbench-is-the-sole-source-and-foundry-extends-it.md,WB-0042,TASKBOARD is a generated projection; render-drift is a registered selection-blocking code. Projection cannot authorize.,"The smallest useful current treatment is the named target. This is a review recommendation, not newly accepted architecture.","TASKBOARD proves a source-derived entry surface, not the full historical cached observer/freshness design. Retain provenance/freshness guidance; do not import a capture service.",KEEP - DOC,Projection guidance; ADR-0042,Medium,False,Accepted historical decision (historical source status),H-DG,evidence/h-dg.md,ALREADY COVERED,"ADR-0020, ADR-0029"
R147,Flight Rack aggregates counts and preserves individual history,Extension architecture (Foundry/CIC/Audit),"Show active counts at the seven positions and let an individual run retain unreached, current, passed, blocked, failed and repaired history rather than blending all runs into one ambiguous gradient.",Accepted historical decision,Aggregate activity and a single flight's outcome tell different stories.,The historical system assumed Foundry/Flight/CIC or multi-room coordination. Those mechanisms are not prerequisites for the current portable base.,The live base excludes required Foundry orchestration. Historical extension records remain evidence in their original domain; existence of ancillary code does not make a base feature. No retired runtime was exercised.,BLUEPRINT.md; workbench/docs/adr/0015-workbench-base-and-foundry-capabilities.md; workbench/docs/adr/0026-workbench-is-the-sole-source-and-foundry-extends-it.md,-,Flight Rack visual data model.,"The smallest useful current treatment is the named target. This is a review recommendation, not newly accepted architecture.",ADR-0015/0026 already establish the base boundary. Preserve all historical records and corrections here; do not create an upstream archive Design Concept merely to park abandoned mechanisms.,OUT OF SCOPE,Historical packet; original extension owner,High,False,Accepted historical decision (historical source status),D-LIGHT; D-CIC,evidence/d-light.md; evidence/d-cic.md,MERGE WITH CAND-R,CAND-R
R148,Accessibility is part of operational telemetry,Extension architecture (Foundry/CIC/Audit),"Use labels, timestamps and static brightness alongside color and motion so state remains interpretable under reduced motion and in a still image.",Accepted historical decision,A moving or colored light alone cannot reliably communicate liveness or risk.,The historical system assumed Foundry/Flight/CIC or multi-room coordination. Those mechanisms are not prerequisites for the current portable base.,The live base excludes required Foundry orchestration. Historical extension records remain evidence in their original domain; existence of ancillary code does not make a base feature. No retired runtime was exercised.,BLUEPRINT.md; workbench/docs/adr/0015-workbench-base-and-foundry-capabilities.md; workbench/docs/adr/0026-workbench-is-the-sole-source-and-foundry-extends-it.md,-,Accessibility in telemetry; retain for any future interface.,"The smallest useful current treatment is the named target. This is a review recommendation, not newly accepted architecture.",ADR-0015/0026 already establish the base boundary. Preserve all historical records and corrections here; do not create an upstream archive Design Concept merely to park abandoned mechanisms.,OUT OF SCOPE,Historical packet; original extension owner,High,False,Accepted historical decision (historical source status),H-FR; D-LIGHT,evidence/h-fr.md; evidence/d-light.md,MERGE WITH CAND-R,CAND-R
R149,Owner-visible acceptance goes beyond server health,Extension architecture (Foundry/CIC/Audit),Verify exact installed/runtime provenance and then exercise the authenticated desktop/mobile interface. A listening service or successful health response is not proof the owner's workflow works.,Accepted,The record showed HTTP success while the owner reported the application unusable.,The historical system assumed Foundry/Flight/CIC or multi-room coordination. Those mechanisms are not prerequisites for the current portable base.,The live base excludes required Foundry orchestration. Historical extension records remain evidence in their original domain; existence of ancillary code does not make a base feature. No retired runtime was exercised.,BLUEPRINT.md; workbench/docs/adr/0015-workbench-base-and-foundry-capabilities.md; workbench/docs/adr/0026-workbench-is-the-sole-source-and-foundry-extends-it.md,-,Owner-visible acceptance beyond server health is the outcome-acceptance rule CAND-C states.,"The smallest useful current treatment is the named target. This is a review recommendation, not newly accepted architecture.","Keep actual owner-workflow acceptance. Authenticated mobile/desktop interface requirements apply to products with those interfaces, not every command-line Workbench.",MERGE WITH ADR-PROPOSED-C,CAND-C,Medium,False,Accepted (historical source status),D-CIC,evidence/d-cic.md,MERGE WITH CAND-C,CAND-C
R150,Python is the owner's stated preferred runtime language,Open owner choices,The owner said they wanted Python and had not corrected the JavaScript/Node implementation. The conversation asked whether migration was worthwhile; it did not authorize a rewrite.,Strong preference; unresolved migration,An agent-chosen implementation language had become architecture without the owner's intended preference being resolved.,Historical mechanism and source scope must still apply; current coverage is not proof of complete runtime behavior.,Node runs the portable commands; provider fixtures do not prove host enforcement. S-036 explicitly says its native write never reached a permission decision. Direct owner replies settle language and provider direction; implementation scope remains bounded.,RUNBOOK.md; workbench/manifest.json; tools/test-portability-matrix.mjs; tools/test-cross-provider-fixture.mjs; workbench/specs/S-036-v3-1-2-evidence-corrections/SPEC.md,-,"RESOLVED 2026-09-07: runtime stays Node. Basis is format fit - JSON is JavaScript's native object syntax, parsed as first-class values with no conversion step, serving ADR-0040/S-046. Verified: 61 .mjs tools; Python is exactly the evals lane plus the tools/check-append-only.py pair.","The smallest useful current treatment is the named target. This is a review recommendation, not newly accepted architecture.",Node is explicitly selected. Both JSON.parse and Python json.loads deserialize text into language values. Preserve the owner rationale as history but mark the claimed structural disadvantage unsupported; do not silently replace or reverse the decision.,KEEP - ADR,CAND-O,High,False,OWNER DECIDED; promotion/implementation pending,G-6a9b8e27,evidence/g-6a9b8e27.md,RESOLVED,ADR (CAND-O)
R151,Native provider adapters and hard hooks need an explicit choice,Open owner choices,"The owner wants reliable behavior across provider products and liked a middle ground between prose-only rules and rebuilding everything. Particular hook, metadata and adapter schemas were proposals.",Strong direction; mechanism open,Identical instructions do not imply identical host capabilities or enforcement.,Historical mechanism and source scope must still apply; current coverage is not proof of complete runtime behavior.,Node runs the portable commands; provider fixtures do not prove host enforcement. S-036 explicitly says its native write never reached a permission decision. Direct owner replies settle language and provider direction; implementation scope remains bounded.,RUNBOOK.md; workbench/manifest.json; tools/test-portability-matrix.mjs; tools/test-cross-provider-fixture.mjs; workbench/specs/S-036-v3-1-2-evidence-corrections/SPEC.md,WB-0005,"RESOLVED 2026-09-07: a small minimum capability contract verified in the actual configured environment, with operational capability, machine enforcement and agent instruction-following kept as separate evidence classes. Provider-native adapters stay outside the core commitment; unavailable or inconclusive checks stay unverified.","The smallest useful current treatment is the named target. This is a review recommendation, not newly accepted architecture.",Direct owner answer settles A with qualifications. Minimum capabilities must be agreed before choosing schema/blockers/tests; this report invents none. Existing native eval runners/discovery adapters are distinct from new enforcement-hook adapters.,KEEP - ADR,CAND-P,High,False,OWNER DECIDED; promotion/implementation pending,G-6a9b6f4f; G-6a646af5,evidence/g-6a9b6f4f.md; evidence/g-6a646af5.md,RESOLVED,ADR (CAND-P)
R152,"Parallel specialist ensembles were explored, not made universal",Open owner choices,"The owner proposed a user-facing executive with constructive, critical and engineering specialists and cheaper reviewers to improve quality and cost.",Strong suggestion,Different perspectives may catch weaknesses while protecting expensive context.,Historical mechanism and source scope must still apply; current coverage is not proof of complete runtime behavior.,Node runs the portable commands; provider fixtures do not prove host enforcement. S-036 explicitly says its native write never reached a permission decision. Direct owner replies settle language and provider direction; implementation scope remains bounded.,RUNBOOK.md; workbench/manifest.json; tools/test-portability-matrix.mjs; tools/test-cross-provider-fixture.mjs; workbench/specs/S-036-v3-1-2-evidence-corrections/SPEC.md,-,ADR-0036's four stances deliberately replace agent departments; AGENTS states loading a stance never spawns an agent.,"The smallest useful current treatment is the named target. This is a review recommendation, not newly accepted architecture.","An optional specialist ensemble was a suggestion, not a universal obligation. Stances do not supersede the possibility of multi-agent teams; do not call the idea rejected or accepted.",OUT OF SCOPE,Optional coordination proposal; historical packet,Medium,False,Strong suggestion (historical source status),G-6a3cc6be,evidence/g-6a3cc6be.md,SUPERSEDED,ADR-0036
R153,Track total delegated token/cost burden,Open owner choices,"Evaluate the cost of the whole worker tree, not just the parent context or a single agent's token count.",Strong preference,Fan-out hides orchestration overhead and can make apparent context savings expensive.,Historical mechanism and source scope must still apply; current coverage is not proof of complete runtime behavior.,Node runs the portable commands; provider fixtures do not prove host enforcement. S-036 explicitly says its native write never reached a permission decision. Direct owner replies settle language and provider direction; implementation scope remains bounded.,RUNBOOK.md; workbench/manifest.json; tools/test-portability-matrix.mjs; tools/test-cross-provider-fixture.mjs; workbench/specs/S-036-v3-1-2-evidence-corrections/SPEC.md,-,No delegated-cost measurement exists; no cap was ever settled.,"The smallest useful current treatment is the named target. This is a review recommendation, not newly accepted architecture.","Retain the prior disposition, bounded by the original proposition and current evidence. No delegated-cost measurement exists; no cap was ever settled.",KEEP - DOC,evals / outcomes README,Medium,False,Strong preference (historical source status),C-019f71ab-L169; G-6a3d8dd4,evidence/c-019f71ab-l169.md; evidence/g-6a3d8dd4.md,KEEP - DOC,evals / outcomes README
R154,Review stale projects before archiving,Open owner choices,"After prolonged inactivity, inspect save state, remotes and worktrees and present readiness for archive to the owner rather than silently archiving.",Strong suggestion,The owner wanted portfolio hygiene without losing unfinished work.,Historical mechanism and source scope must still apply; current coverage is not proof of complete runtime behavior.,Node runs the portable commands; provider fixtures do not prove host enforcement. S-036 explicitly says its native write never reached a permission decision. Direct owner replies settle language and provider direction; implementation scope remains bounded.,RUNBOOK.md; workbench/manifest.json; tools/test-portability-matrix.mjs; tools/test-cross-provider-fixture.mjs; workbench/specs/S-036-v3-1-2-evidence-corrections/SPEC.md,-,Portfolio hygiene is not a single-room concern; the two-week threshold was conversational.,"The smallest useful current treatment is the named target. This is a review recommendation, not newly accepted architecture.","Retain the prior disposition, bounded by the original proposition and current evidence. Portfolio hygiene is not a single-room concern; the two-week threshold was conversational.",OUT OF SCOPE,Coordinator/extension,High,False,Strong suggestion (historical source status),C-019f68fd-L65,evidence/c-019f68fd-l65.md,OUT OF SCOPE,Coordinator/extension
R155,Governance policy as data with a derived matrix,Open owner choices,"Keep one policy owner and derive explanatory views; extend the existing clearance policy where relevant. The full matrix, missing-entry behavior and global catalog semantics were not all settled.",Accepted historical direction; details open,Duplicate tables and prose-only enforcement would create contradictory policy sources.,Historical mechanism and source scope must still apply; current coverage is not proof of complete runtime behavior.,Node runs the portable commands; provider fixtures do not prove host enforcement. S-036 explicitly says its native write never reached a permission decision. Direct owner replies settle language and provider direction; implementation scope remains bounded.,RUNBOOK.md; workbench/manifest.json; tools/test-portability-matrix.mjs; tools/test-cross-provider-fixture.mjs; workbench/specs/S-036-v3-1-2-evidence-corrections/SPEC.md,GO-0004 GO-0006,GO-0004/GO-0006 clearance policy; no upstream consumer.,"The smallest useful current treatment is the named target. This is a review recommendation, not newly accepted architecture.","Retain the prior disposition, bounded by the original proposition and current evidence. GO-0004/GO-0006 clearance policy; no upstream consumer.",OUT OF SCOPE,GPT_OS,High,False,Accepted historical direction; details open (historical source status),GO-0004; GO-0006; D-GP,evidence/go-0004.md; evidence/go-0006.md; evidence/d-gp.md,OUT OF SCOPE,GPT_OS
R156,Governance verbs name operations; the complete verb catalog remained open,Open owner choices,"Operation names should identify what is done and its context, without pretending every verb is an automatic plane transition. Several proposed verbs and CRUD policy details remained open.",Accepted in part,Naming a verb risked silently granting behavior or inventing transition machinery.,Historical mechanism and source scope must still apply; current coverage is not proof of complete runtime behavior.,Node runs the portable commands; provider fixtures do not prove host enforcement. S-036 explicitly says its native write never reached a permission decision. Direct owner replies settle language and provider direction; implementation scope remains bounded.,RUNBOOK.md; workbench/manifest.json; tools/test-portability-matrix.mjs; tools/test-cross-provider-fixture.mjs; workbench/specs/S-036-v3-1-2-evidence-corrections/SPEC.md,GO-0007,GO-0007 verb catalog left open downstream.,"The smallest useful current treatment is the named target. This is a review recommendation, not newly accepted architecture.","Retain the prior disposition, bounded by the original proposition and current evidence. GO-0007 verb catalog left open downstream.",OUT OF SCOPE,GPT_OS,High,False,Accepted in part (historical source status),GO-0007; D-GP; D-V3,evidence/go-0007.md; evidence/d-gp.md; evidence/d-v3.md,OUT OF SCOPE,GPT_OS
R157,Job Orders link their sources and bound authority by intersection,Open owner choices,An in-force order links authority/evidence owners and lists its operations; its authority is bounded by its actual sources. The global-versus-per-order operation catalog was left open.,Accepted historical decision,Copied rules drift and a task packet cannot authorize a future mechanism merely by naming it.,Historical mechanism and source scope must still apply; current coverage is not proof of complete runtime behavior.,Node runs the portable commands; provider fixtures do not prove host enforcement. S-036 explicitly says its native write never reached a permission decision. Direct owner replies settle language and provider direction; implementation scope remains bounded.,RUNBOOK.md; workbench/manifest.json; tools/test-portability-matrix.mjs; tools/test-cross-provider-fixture.mjs; workbench/specs/S-036-v3-1-2-evidence-corrections/SPEC.md,GO-0009 GO-0010 GO-0011 GO-0012,GO-0021 already removed the ordinary-work requirement; upstream ADR-0015 keeps it out of the base.,"The smallest useful current treatment is the named target. This is a review recommendation, not newly accepted architecture.","Retain the prior disposition, bounded by the original proposition and current evidence. GO-0021 already removed the ordinary-work requirement; upstream ADR-0015 keeps it out of the base.",OUT OF SCOPE,GPT_OS,High,False,Accepted historical decision (historical source status),GO-0009; GO-0011; GO-0012; D-GP,evidence/go-0009.md; evidence/go-0011.md; evidence/go-0012.md; evidence/d-gp.md,OUT OF SCOPE,GPT_OS
R158,"Do not import unresolved Flightbook, Issues or sandbox choices",Open owner choices,"Flightbook assembly details, GitHub Issues adapters, some sandbox integration choices and automatic repair routing retained open or deferred status in their own records.",Open / deferred,Assistant recommendations and temporary bootstrap proposals were repeatedly mistaken for locked architecture.,Historical mechanism and source scope must still apply; current coverage is not proof of complete runtime behavior.,Node runs the portable commands; provider fixtures do not prove host enforcement. S-036 explicitly says its native write never reached a permission decision. Direct owner replies settle language and provider direction; implementation scope remains bounded.,RUNBOOK.md; workbench/manifest.json; tools/test-portability-matrix.mjs; tools/test-cross-provider-fixture.mjs; workbench/specs/S-036-v3-1-2-evidence-corrections/SPEC.md,-,Explicitly unresolved in their own records; importing them would manufacture decisions.,"The smallest useful current treatment is the named target. This is a review recommendation, not newly accepted architecture.","Retain the prior disposition, bounded by the original proposition and current evidence. Explicitly unresolved in their own records; importing them would manufacture decisions.",OUT OF SCOPE,GPT_OS / Foundry,High,False,Open / deferred (historical source status),D-AC; H-SC; H-FR,evidence/d-ac.md; evidence/h-sc.md; evidence/h-fr.md,OUT OF SCOPE,GPT_OS / Foundry
R159,Retired producer topology and permanent role cages are history,Open owner choices,"Earlier GPT_OS/Forge-as-sole-producer, fixed host/model seats, mandatory department roles and universal lifecycle requirements were later narrowed or replaced.",Superseded,Blindly collecting old decisions as simultaneous current requirements would recreate the contradictions the owner corrected.,Historical mechanism and source scope must still apply; current coverage is not proof of complete runtime behavior.,Node runs the portable commands; provider fixtures do not prove host enforcement. S-036 explicitly says its native write never reached a permission decision. Direct owner replies settle language and provider direction; implementation scope remains bounded.,RUNBOOK.md; workbench/manifest.json; tools/test-portability-matrix.mjs; tools/test-cross-provider-fixture.mjs; workbench/specs/S-036-v3-1-2-evidence-corrections/SPEC.md,WB-0026 WB-0036,Retained as dated lineage inside CAND-R; never revived as binding.,"The smallest useful current treatment is the named target. This is a review recommendation, not newly accepted architecture.","Retain the prior disposition, bounded by the original proposition and current evidence. Retained as dated lineage inside CAND-R; never revived as binding.",SUPERSEDED,"ADR-0026, ADR-0036",High,False,Superseded (historical source status),D-PRODUCER; H-FR; WB-0026; WB-0036,evidence/d-producer.md; evidence/h-fr.md; evidence/wb-0026.md; evidence/wb-0036.md,SUPERSEDED,"ADR-0026, ADR-0036"
R160,"Plane passage is selective, not a universal six-stop workflow",Authority & governance planes,"Work may visit only the governance roles relevant to the operation, branch into related records, or change the role a claim plays. It need not traverse every plane before it can proceed.",Accepted,The owner explicitly rejected converting a model for reasoning about work into a mandatory linear workflow.,Historical mechanism and source scope must still apply; current coverage is not proof of complete runtime behavior.,"Current controls separate authority and state resolution; ADRs own rationale and cannot enlarge scope. This is verified prose, not proof every agent obeys.",AGENTS.md; LEXICON.md; workbench/docs/adr/0027-instruction-authority-is-separate-from-state-resolution.md; workbench/docs/adr/0023-mechanical-guarantees-and-agent-obligations.md,WB-0001 WB-0025,"AGENTS: planes classify 'claims and their use in one operation, never whole files'. No six-stop workflow exists.",The historical concern has a current owner; no extra artifact follows merely from an ADR gap.,"Retain the prior disposition, bounded by the original proposition and current evidence. AGENTS: planes classify 'claims and their use in one operation, never whole files'. No six-stop workflow exists.",ALREADY COVERED,"ADR-0001, ADR-0025",High,False,Accepted (historical source status),D-GP,evidence/d-gp.md,ALREADY COVERED,"ADR-0001, ADR-0025"
R161,Resolve contradictions openly before rewriting the owning claim,Authority & governance planes,A correction must adjudicate conflicting accepted statements using the owner's ruling and verified context; relocating or summarizing the text does not settle a disagreement.,Accepted,A document move or tidy synthesis can erase the decision that actually needed resolution.,Historical mechanism and source scope must still apply; current coverage is not proof of complete runtime behavior.,"Current controls separate authority and state resolution; ADRs own rationale and cannot enlarge scope. This is verified prose, not proof every agent obeys.",AGENTS.md; LEXICON.md; workbench/docs/adr/0027-instruction-authority-is-separate-from-state-resolution.md; workbench/docs/adr/0023-mechanical-guarantees-and-agent-obligations.md,WB-0027,AGENTS State Resolution: 'name the condition instead of picking a winner'.,The historical concern has a current owner; no extra artifact follows merely from an ADR gap.,"Retain the prior disposition, bounded by the original proposition and current evidence. AGENTS State Resolution: 'name the condition instead of picking a winner'.",ALREADY COVERED,ADR-0027,High,False,Accepted (historical source status),D-GP; D-CANON,evidence/d-gp.md; evidence/d-canon.md,ALREADY COVERED,ADR-0027
R162,Promote is a decision-only operation; save is agnostic,Skill composition & bundle,"The owner selected a separate owner-fired promote entrypoint that promotes only locked decisions, records where they landed and calls save. Save does not know about grilling or end it; the chosen promote exit behavior and related skill changes were deferred.",Accepted direction; skill alignment deferred,"Make-it-so, grilling, checkpoint and save were mutually coupled, so saving could unexpectedly end the interview or begin a build.","Source ownership, installed state and host discovery are different. F selects one global core release; old duplicate personal sources and equality-only version diagnostics are migration concerns.","17 source core skills are declared; promote/save are absent. Installer tests passed 12/12, including Git-owned and symlinked roots. README/Runbook refusal prose is stale; explicit replacement remains a separate path. No new compatibility-range implementation was verified.",skills/README.md; workbench/manifest.json; tools/core-skill-installer.mjs; tools/skill-presence.mjs; tools/test-core-skill-installer.mjs,-,"RESOLVED 2026-09-07: promote and save become Workbench core dependencies, reconciled rather than copied. The GP-22/23/62 contract survives; its Foundry, Job Order and Markdown-notepad assumptions do not.","The smallest useful current treatment is the named target. This is a review recommendation, not newly accepted architecture.","Separate owner-fired decision promotion from caller-agnostic save. Adding skills to core is selected; copying legacy Foundry paths, Markdown locks or Job Order dependencies is not.",MERGE WITH ADR-PROPOSED-F,CAND-F; CAND-E; CAND-Q,High,False,OWNER DECIDED; promotion/implementation pending,D-GP,evidence/d-gp.md,RESOLVED,ADR (CAND-F)
R163,"Use repeatable process, not identical generated wording",Skill composition & bundle,"Skill and workflow reliability means equivalent inputs follow a predictable process and produce the same result class, while preserving task-specific outputs and identities.",Strong preference,Demanding identical prose misses the useful form of determinism in agent work.,"Source ownership, installed state and host discovery are different. F selects one global core release; old duplicate personal sources and equality-only version diagnostics are migration concerns.","17 source core skills are declared; promote/save are absent. Installer tests passed 12/12, including Git-owned and symlinked roots. README/Runbook refusal prose is stale; explicit replacement remains a separate path. No new compatibility-range implementation was verified.",skills/README.md; workbench/manifest.json; tools/core-skill-installer.mjs; tools/skill-presence.mjs; tools/test-core-skill-installer.mjs,-,Useful evaluation distinction; nothing upstream states it.,"The smallest useful current treatment is the named target. This is a review recommendation, not newly accepted architecture.","Retain the prior disposition, bounded by the original proposition and current evidence. Useful evaluation distinction; nothing upstream states it.",KEEP - DOC,skills/README.md,MediumHigh,False,Strong preference (historical source status),G-6a646af5; D-CIC,evidence/g-6a646af5.md; evidence/d-cic.md,KEEP - DOC,skills/README.md
